customer_id,first_name,last_name,email,city,country,registration_date,customer_segment
2122,Tim,Bauer,tim.bauer2122@example.com,Berlin,Germany,2024-01-03,Standard
2123,David,Schroeder,david.schroeder2123@example.com,Duesseldorf,Germany,2023-08-04,Business
2124,Marie,Neumann,marie.neumann2124@example.com,Hamburg,Germany,2023-06-24,Standard
2125,Mia,Richter,mia.richter2125@example.com,Dresden,Germany,2025-03-31,Business
2126,Sarah,Fischer,sarah.fischer2126@example.com,Hamburg,Germany,2023-12-12,Premium
2127,Felix,Wagner,felix.wagner2127@example.com,Cologne,Germany,2024-11-24,Standard
2128,Niklas,Richter,niklas.richter2128@example.com,Cologne,Germany,2023-09-09,Standard
2129,Jonas,Schroeder,jonas.schroeder2129@example.com,Hanover,Germany,2024-07-24,Premium
2130,Nina,Zimmermann,nina.zimmermann2130@example.com,Hanover,Germany,2024-07-13,Standard
2131,Lea,Richter,lea.richter2131@example.com,Leipzig,Germany,2024-12-30,Standard
2132,David,Braun,david.braun2132@example.com,Leipzig,Germany,2025-04-08,Standard
2133,Julia,Schulz,julia.schulz2133@example.com,Hanover,Germany,2023-10-29,Standard
2134,Marie,Fischer,marie.fischer2134@example.com,Frankfurt,Germany,2023-09-08,Standard
2135,Tim,Schroeder,tim.schroeder2135@example.com,Bremen,Germany,2024-04-17,Premium
2136,Mia,Mueller,mia.mueller2136@example.com,Dresden,Germany,2023-07-23,Premium
2137,Max,Schneider,max.schneider2137@example.com,Bremen,Germany,2025-10-17,Standard
2138,Anna,Meyer,anna.meyer2138@example.com,Essen,Germany,2025-02-22,Premium
2139,David,Koch,david.koch2139@example.com,Frankfurt,Germany,2023-11-09,Standard
2140,Niklas,Braun,niklas.braun2140@example.com,Hanover,Germany,2023-07-17,Premium
2141,Lena,Neumann,lena.neumann2141@example.com,Hanover,Germany,2025-10-05,Premium
2142,Marie,Wagner,marie.wagner2142@example.com,Bremen,Germany,2024-08-24,Standard
2143,Tim,Schroeder,tim.schroeder2143@example.com,Frankfurt,Germany,2025-10-30,Premium
2144,Finn,Koch,finn.koch2144@example.com,Hanover,Germany,2023-02-06,Standard
2145,Max,Klein,max.klein2145@example.com,Duesseldorf,Germany,2023-09-01,Standard
2146,Marie,Koch,marie.koch2146@example.com,Leipzig,Germany,2025-02-09,Premium
2147,Marie,Schmidt,marie.schmidt2147@example.com,Munich,Germany,2023-03-09,Standard
2148,Finn,Hoffmann,finn.hoffmann2148@example.com,Leipzig,Germany,2023-12-03,Standard
2149,Jonas,Weber,jonas.weber2149@example.com,Dresden,Germany,2024-10-01,Standard
2150,Laura,Schroeder,laura.schroeder2150@example.com,Essen,Germany,2023-08-13,Premium
2151,David,Schroeder,david.schroeder2151@example.com,Leipzig,Germany,2025-08-20,Standard
2152,Finn,Meyer,finn.meyer2152@example.com,Berlin,Germany,2025-11-03,Standard
2153,Laura,Schulz,laura.schulz2153@example.com,Essen,Germany,2025-10-10,Premium
2154,Laura,Braun,laura.braun2154@example.com,Hanover,Germany,2024-12-23,Premium
2155,Lukas,Koch,lukas.koch2155@example.com,Berlin,Germany,2023-05-06,Standard
2156,Sarah,Schmidt,sarah.schmidt2156@example.com,Nuremberg,Germany,2023-09-20,Standard
2157,Felix,Bauer,felix.bauer2157@example.com,Hanover,Germany,2023-02-25,Standard
2158,Lea,Koch,lea.koch2158@example.com,Hamburg,Germany,2025-02-18,Standard
2159,Jonas,Bauer,jonas.bauer2159@example.com,Duesseldorf,Germany,2025-01-01,Standard
2160,Felix,Schmidt,felix.schmidt2160@example.com,Cologne,Germany,2024-05-15,Premium
2161,Leon,Hoffmann,leon.hoffmann2161@example.com,Duisburg,Germany,2023-06-23,Premium
2162,Nina,Schneider,nina.schneider2162@example.com,Hamburg,Germany,2024-09-16,Standard
2163,Sophie,Meyer,sophie.meyer2163@example.com,Dortmund,Germany,2023-02-10,Standard
2164,Sophie,Schmidt,sophie.schmidt2164@example.com,Bremen,Germany,2025-08-01,Premium
2165,Jonas,Zimmermann,jonas.zimmermann2165@example.com,Duisburg,Germany,2025-11-20,Standard
2166,Jonas,Schulz,jonas.schulz2166@example.com,Dresden,Germany,2023-02-11,Business
2167,Tim,Zimmermann,tim.zimmermann2167@example.com,Stuttgart,Germany,2023-02-15,Standard
2168,Laura,Zimmermann,laura.zimmermann2168@example.com,Stuttgart,Germany,2025-03-10,Standard
2169,Sarah,Fischer,sarah.fischer2169@example.com,Hamburg,Germany,2025-09-27,Premium
2170,Nina,Wagner,nina.wagner2170@example.com,Leipzig,Germany,2024-11-19,Standard
2171,Julia,Koch,julia.koch2171@example.com,Essen,Germany,2023-12-08,Premium
2172,Lukas,Bauer,lukas.bauer2172@example.com,Cologne,Germany,2025-06-11,Standard
2173,Tim,Schneider,tim.schneider2173@example.com,Frankfurt,Germany,2024-03-14,Standard
2174,Hannah,Schmidt,hannah.schmidt2174@example.com,Essen,Germany,2024-08-31,Premium
2175,Laura,Becker,laura.becker2175@example.com,Dresden,Germany,2023-07-08,Standard
2176,Sarah,Fischer,sarah.fischer2176@example.com,Frankfurt,Germany,2024-11-20,Premium
2177,Lena,Zimmermann,lena.zimmermann2177@example.com,Leipzig,Germany,2025-12-23,Standard
2178,Jonas,Wagner,jonas.wagner2178@example.com,Hanover,Germany,2024-12-12,Standard
2179,Lena,Hoffmann,lena.hoffmann2179@example.com,Hanover,Germany,2025-10-30,Premium
2180,Lukas,Klein,lukas.klein2180@example.com,Cologne,Germany,2024-10-03,Standard
2181,Jonas,Richter,jonas.richter2181@example.com,Essen,Germany,2024-05-29,Standard
2182,Julia,Wolf,julia.wolf2182@example.com,Duisburg,Germany,2024-01-05,Standard
2183,Anna,Neumann,anna.neumann2183@example.com,Essen,Germany,2024-01-18,Standard
2184,Tim,Wagner,tim.wagner2184@example.com,Frankfurt,Germany,2025-08-15,Standard
2185,Lea,Schwarz,lea.schwarz2185@example.com,Duisburg,Germany,2025-06-07,Premium
2186,Sarah,Schmidt,sarah.schmidt2186@example.com,Cologne,Germany,2025-12-05,Business
2187,Felix,Wolf,felix.wolf2187@example.com,Cologne,Germany,2023-10-30,Premium
2188,Mia,Hoffmann,mia.hoffmann2188@example.com,Duesseldorf,Germany,2025-06-10,Premium
2189,Sophie,Schneider,sophie.schneider2189@example.com,Nuremberg,Germany,2024-02-21,Premium
2190,Jonas,Schulz,jonas.schulz2190@example.com,Bremen,Germany,2024-08-10,Premium
2191,Ben,Schulz,ben.schulz2191@example.com,Duesseldorf,Germany,2024-04-28,Standard
2192,Leon,Fischer,leon.fischer2192@example.com,Cologne,Germany,2023-11-04,Business
2193,Anna,Becker,anna.becker2193@example.com,Leipzig,Germany,2024-09-27,Premium
2194,Tim,Schwarz,tim.schwarz2194@example.com,Duesseldorf,Germany,2025-06-12,Standard
2195,Lea,Schmidt,lea.schmidt2195@example.com,Munich,Germany,2024-02-18,Standard
2196,Hannah,Weber,hannah.weber2196@example.com,Frankfurt,Germany,2023-03-01,Standard
2197,Hannah,Schwarz,hannah.schwarz2197@example.com,Bremen,Germany,2023-12-27,Standard
2198,Max,Schroeder,max.schroeder2198@example.com,Berlin,Germany,2023-02-10,Premium
2199,Lena,Koch,lena.koch2199@example.com,Nuremberg,Germany,2024-09-02,Standard
2200,Lena,Klein,lena.klein2200@example.com,Bremen,Germany,2025-01-14,Standard
2201,David,Schneider,david.schneider2201@example.com,Nuremberg,Germany,2025-03-23,Business
2202,Tom,Weber,tom.weber2202@example.com,Hamburg,Germany,2024-04-28,Standard
2203,Sarah,Neumann,sarah.neumann2203@example.com,Dortmund,Germany,2023-09-05,Standard
2204,David,Zimmermann,david.zimmermann2204@example.com,Frankfurt,Germany,2025-12-11,Standard
2205,Tim,Schneider,tim.schneider2205@example.com,Essen,Germany,2024-05-02,Premium
2206,Paul,Koch,paul.koch2206@example.com,Nuremberg,Germany,2024-11-05,Business
2207,Sarah,Richter,sarah.richter2207@example.com,Duisburg,Germany,2024-04-28,Standard
2208,Jonas,Wagner,jonas.wagner2208@example.com,Hamburg,Germany,2023-10-23,Premium
2209,Ben,Wagner,ben.wagner2209@example.com,Leipzig,Germany,2024-07-16,Standard
2210,Jonas,Schulz,jonas.schulz2210@example.com,Leipzig,Germany,2023-04-25,Business
2211,Finn,Bauer,finn.bauer2211@example.com,Stuttgart,Germany,2023-08-20,Premium
2212,Finn,Klein,finn.klein2212@example.com,Bremen,Germany,2025-08-30,Premium
2213,Leon,Schulz,leon.schulz2213@example.com,Stuttgart,Germany,2023-10-24,Standard
2214,Tim,Bauer,tim.bauer2214@example.com,Berlin,Germany,2024-09-23,Business
2215,Lea,Braun,lea.braun2215@example.com,Nuremberg,Germany,2023-03-13,Premium
2216,Tom,Schmidt,tom.schmidt2216@example.com,Frankfurt,Germany,2024-05-05,Standard
2217,Finn,Richter,finn.richter2217@example.com,Bremen,Germany,2024-09-25,Premium
2218,Nina,Bauer,nina.bauer2218@example.com,Dortmund,Germany,2023-09-07,Standard
2219,Leon,Wolf,leon.wolf2219@example.com,Berlin,Germany,2025-03-06,Premium
2220,Laura,Schulz,laura.schulz2220@example.com,Hamburg,Germany,2024-09-08,Standard
2221,Clara,Becker,clara.becker2221@example.com,Cologne,Germany,2024-09-01,Premium
2222,Ben,Wolf,ben.wolf2222@example.com,Duisburg,Germany,2024-10-11,Standard
2223,Clara,Klein,clara.klein2223@example.com,Frankfurt,Germany,2023-03-11,Standard
2224,Lena,Schroeder,lena.schroeder2224@example.com,Dresden,Germany,2025-08-22,Standard
2225,Jonas,Koch,jonas.koch2225@example.com,Duisburg,Germany,2025-05-15,Standard
2226,Paul,Meyer,paul.meyer2226@example.com,Dortmund,Germany,2024-06-18,Standard
2227,Lena,Bauer,lena.bauer2227@example.com,Essen,Germany,2025-05-11,Standard
2228,Tom,Schwarz,tom.schwarz2228@example.com,Leipzig,Germany,2024-10-31,Standard
2229,Nina,Mueller,nina.mueller2229@example.com,Bremen,Germany,2023-04-17,Standard
2230,Lea,Meyer,lea.meyer2230@example.com,Hanover,Germany,2025-06-27,Standard
2231,Lea,Weber,lea.weber2231@example.com,Duesseldorf,Germany,2023-01-07,Premium
2232,Emma,Hoffmann,emma.hoffmann2232@example.com,Essen,Germany,2024-10-04,Standard
2233,Lena,Fischer,lena.fischer2233@example.com,Cologne,Germany,2023-11-20,Business
2234,Julia,Weber,julia.weber2234@example.com,Hanover,Germany,2025-04-20,Premium
2235,Sophie,Wolf,sophie.wolf2235@example.com,Nuremberg,Germany,2025-09-06,Premium
2236,Tom,Weber,tom.weber2236@example.com,Munich,Germany,2024-06-17,Standard
2237,David,Zimmermann,david.zimmermann2237@example.com,Hanover,Germany,2024-11-01,Premium
2238,Lukas,Wagner,lukas.wagner2238@example.com,Duesseldorf,Germany,2023-06-22,Standard
2239,Felix,Meyer,felix.meyer2239@example.com,Duisburg,Germany,2025-03-16,Standard
2240,Laura,Zimmermann,laura.zimmermann2240@example.com,Berlin,Germany,2024-04-04,Standard
2241,Anna,Schwarz,anna.schwarz2241@example.com,Duisburg,Germany,2024-04-13,Premium
2242,Lena,Wolf,lena.wolf2242@example.com,Frankfurt,Germany,2024-02-11,Standard
2243,Nina,Meyer,nina.meyer2243@example.com,Duesseldorf,Germany,2023-04-12,Standard
2244,Niklas,Klein,niklas.klein2244@example.com,Munich,Germany,2024-06-16,Business
2245,Lena,Bauer,lena.bauer2245@example.com,Essen,Germany,2023-12-15,Premium
2246,Paul,Mueller,paul.mueller2246@example.com,Duesseldorf,Germany,2025-12-12,Standard
2247,Clara,Wolf,clara.wolf2247@example.com,Hamburg,Germany,2025-10-09,Standard
2248,Leon,Wagner,leon.wagner2248@example.com,Nuremberg,Germany,2024-01-26,Premium
2249,Hannah,Hoffmann,hannah.hoffmann2249@example.com,Duesseldorf,Germany,2025-10-09,Standard
2250,Mia,Klein,mia.klein2250@example.com,Essen,Germany,2024-02-28,Standard
2251,Emma,Hoffmann,emma.hoffmann2251@example.com,Duesseldorf,Germany,2024-01-23,Standard
2252,Ben,Klein,ben.klein2252@example.com,Berlin,Germany,2023-10-26,Business
2253,Lukas,Schulz,lukas.schulz2253@example.com,Essen,Germany,2024-04-27,Premium
2254,Marie,Becker,marie.becker2254@example.com,Essen,Germany,2025-01-27,Premium
2255,David,Wolf,david.wolf2255@example.com,Berlin,Germany,2023-06-25,Premium
2256,Tim,Weber,tim.weber2256@example.com,Dresden,Germany,2024-10-24,Standard
2257,Laura,Wagner,laura.wagner2257@example.com,Dresden,Germany,2025-02-24,Standard
2258,Jonas,Braun,jonas.braun2258@example.com,Hamburg,Germany,2024-06-08,Standard
2259,Paul,Schwarz,paul.schwarz2259@example.com,Berlin,Germany,2023-05-01,Standard
2260,Sophie,Becker,sophie.becker2260@example.com,Duisburg,Germany,2025-08-22,Standard
2261,Felix,Braun,felix.braun2261@example.com,Berlin,Germany,2023-04-04,Premium
2262,Hannah,Neumann,hannah.neumann2262@example.com,Frankfurt,Germany,2025-02-19,Standard
2263,Laura,Bauer,laura.bauer2263@example.com,Duisburg,Germany,2023-09-28,Premium
2264,Finn,Schmidt,finn.schmidt2264@example.com,Frankfurt,Germany,2024-01-03,Standard
2265,Ben,Neumann,ben.neumann2265@example.com,Duisburg,Germany,2025-10-06,Standard
2266,Sophie,Wolf,sophie.wolf2266@example.com,Hamburg,Germany,2023-09-28,Standard
2267,Sophie,Neumann,sophie.neumann2267@example.com,Munich,Germany,2025-06-05,Standard
2268,Hannah,Fischer,hannah.fischer2268@example.com,Berlin,Germany,2024-10-03,Premium
2269,Mia,Schroeder,mia.schroeder2269@example.com,Dresden,Germany,2024-07-29,Standard
2270,Felix,Klein,felix.klein2270@example.com,Duisburg,Germany,2024-08-02,Standard
2271,Hannah,Braun,hannah.braun2271@example.com,Dortmund,Germany,2024-06-24,Standard
2272,Sophie,Klein,sophie.klein2272@example.com,Stuttgart,Germany,2023-12-04,Standard
2273,Tom,Schroeder,tom.schroeder2273@example.com,Dortmund,Germany,2023-11-06,Standard
2274,David,Wolf,david.wolf2274@example.com,Cologne,Germany,2023-04-19,Premium
2275,Mia,Schmidt,mia.schmidt2275@example.com,Munich,Germany,2024-04-15,Business
2276,Max,Schroeder,max.schroeder2276@example.com,Munich,Germany,2024-06-16,Standard
2277,Nina,Wolf,nina.wolf2277@example.com,Hamburg,Germany,2025-06-12,Premium
2278,Tim,Schmidt,tim.schmidt2278@example.com,Stuttgart,Germany,2025-06-23,Standard
2279,Nina,Schwarz,nina.schwarz2279@example.com,Leipzig,Germany,2025-09-20,Standard
2280,Tim,Fischer,tim.fischer2280@example.com,Hamburg,Germany,2023-10-31,Standard
2281,Felix,Schneider,felix.schneider2281@example.com,Nuremberg,Germany,2024-02-22,Standard
2282,Lukas,Meyer,lukas.meyer2282@example.com,Dresden,Germany,2023-12-11,Standard
2283,Julia,Schulz,julia.schulz2283@example.com,Essen,Germany,2024-03-10,Standard
2284,Anna,Neumann,anna.neumann2284@example.com,Duesseldorf,Germany,2024-01-05,Standard
2285,Lena,Becker,lena.becker2285@example.com,Bremen,Germany,2025-10-17,Standard
2286,Paul,Koch,paul.koch2286@example.com,Frankfurt,Germany,2023-02-23,Standard
2287,David,Fischer,david.fischer2287@example.com,Stuttgart,Germany,2025-03-18,Business
2288,Sarah,Fischer,sarah.fischer2288@example.com,Munich,Germany,2024-10-24,Standard
2289,Anna,Schneider,anna.schneider2289@example.com,Nuremberg,Germany,2025-07-31,Standard
2290,Nina,Schroeder,nina.schroeder2290@example.com,Bremen,Germany,2025-07-18,Standard
2291,Hannah,Braun,hannah.braun2291@example.com,Stuttgart,Germany,2023-01-12,Standard
2292,Max,Braun,max.braun2292@example.com,Stuttgart,Germany,2025-07-16,Standard
2293,Tom,Zimmermann,tom.zimmermann2293@example.com,Cologne,Germany,2023-09-22,Standard
2294,Max,Hoffmann,max.hoffmann2294@example.com,Hanover,Germany,2024-10-23,Standard
2295,Max,Schneider,max.schneider2295@example.com,Hamburg,Germany,2025-02-20,Standard
2296,Laura,Schulz,laura.schulz2296@example.com,Cologne,Germany,2023-12-31,Standard
2297,Clara,Richter,clara.richter2297@example.com,Berlin,Germany,2023-07-02,Standard
2298,Emma,Meyer,emma.meyer2298@example.com,Hanover,Germany,2025-03-06,Standard
2299,Laura,Hoffmann,laura.hoffmann2299@example.com,Hamburg,Germany,2023-11-12,Standard
2300,Lukas,Schroeder,lukas.schroeder2300@example.com,Dresden,Germany,2025-06-04,Standard
2301,Lukas,Braun,lukas.braun2301@example.com,Stuttgart,Germany,2023-09-26,Premium
2302,David,Fischer,david.fischer2302@example.com,Dortmund,Germany,2025-01-22,Standard
2303,Emma,Schroeder,emma.schroeder2303@example.com,Duisburg,Germany,2025-07-01,Standard
2304,Laura,Schroeder,laura.schroeder2304@example.com,Essen,Germany,2024-07-03,Standard
2305,Niklas,Klein,niklas.klein2305@example.com,Hanover,Germany,2023-07-04,Business
2306,Jonas,Bauer,jonas.bauer2306@example.com,Duesseldorf,Germany,2024-01-17,Standard
2307,Lea,Klein,lea.klein2307@example.com,Berlin,Germany,2023-07-10,Standard
2308,Julia,Koch,julia.koch2308@example.com,Bremen,Germany,2025-08-07,Standard
2309,Leon,Weber,leon.weber2309@example.com,Dortmund,Germany,2025-10-11,Standard
2310,Lea,Neumann,lea.neumann2310@example.com,Frankfurt,Germany,2023-06-21,Standard
2311,Marie,Klein,marie.klein2311@example.com,Duisburg,Germany,2023-06-12,Standard
2312,Tim,Hoffmann,tim.hoffmann2312@example.com,Munich,Germany,2023-11-01,Premium
2313,David,Hoffmann,david.hoffmann2313@example.com,Dortmund,Germany,2024-05-24,Standard
2314,Jonas,Hoffmann,jonas.hoffmann2314@example.com,Dortmund,Germany,2023-04-08,Premium
2315,Lena,Schmidt,lena.schmidt2315@example.com,Hamburg,Germany,2025-11-17,Business
2316,Julia,Klein,julia.klein2316@example.com,Hamburg,Germany,2025-04-25,Standard
2317,Marie,Zimmermann,marie.zimmermann2317@example.com,Stuttgart,Germany,2024-06-02,Standard
2318,Hannah,Zimmermann,hannah.zimmermann2318@example.com,Hanover,Germany,2023-06-17,Standard
2319,Julia,Mueller,julia.mueller2319@example.com,Dresden,Germany,2023-08-22,Standard
2320,David,Wolf,david.wolf2320@example.com,Hanover,Germany,2024-01-03,Standard
2321,Ben,Richter,ben.richter2321@example.com,Hamburg,Germany,2023-04-03,Business
2322,Jonas,Hoffmann,jonas.hoffmann2322@example.com,Essen,Germany,2024-10-04,Premium
2323,Tom,Wolf,tom.wolf2323@example.com,Essen,Germany,2025-07-10,Standard
2324,Hannah,Koch,hannah.koch2324@example.com,Cologne,Germany,2024-01-19,Standard
2325,Ben,Schneider,ben.schneider2325@example.com,Nuremberg,Germany,2024-06-15,Premium
2326,David,Fischer,david.fischer2326@example.com,Dortmund,Germany,2025-06-07,Business
2327,Anna,Mueller,anna.mueller2327@example.com,Hamburg,Germany,2025-03-19,Premium
2328,Anna,Meyer,anna.meyer2328@example.com,Leipzig,Germany,2025-09-04,Standard
2329,Nina,Richter,nina.richter2329@example.com,Frankfurt,Germany,2025-09-23,Standard
2330,Niklas,Braun,niklas.braun2330@example.com,Dresden,Germany,2025-01-08,Standard
2331,David,Richter,david.richter2331@example.com,Hamburg,Germany,2024-09-11,Standard
2332,Mia,Weber,mia.weber2332@example.com,Cologne,Germany,2023-01-29,Standard
2333,Paul,Mueller,paul.mueller2333@example.com,Nuremberg,Germany,2024-01-21,Standard
2334,Anna,Wagner,anna.wagner2334@example.com,Bremen,Germany,2025-09-12,Premium
2335,Mia,Becker,mia.becker2335@example.com,Nuremberg,Germany,2025-06-11,Standard
2336,Lea,Schwarz,lea.schwarz2336@example.com,Hamburg,Germany,2024-01-26,Standard
2337,Lukas,Wolf,lukas.wolf2337@example.com,Leipzig,Germany,2023-10-31,Standard
2338,Jonas,Mueller,jonas.mueller2338@example.com,Munich,Germany,2023-08-27,Standard
2339,Mia,Wolf,mia.wolf2339@example.com,Leipzig,Germany,2025-09-20,Standard
2340,Anna,Wolf,anna.wolf2340@example.com,Cologne,Germany,2024-05-11,Standard
2341,Lukas,Zimmermann,lukas.zimmermann2341@example.com,Berlin,Germany,2025-03-13,Premium
2342,Sophie,Mueller,sophie.mueller2342@example.com,Bremen,Germany,2023-07-30,Standard
2343,Nina,Klein,nina.klein2343@example.com,Nuremberg,Germany,2025-05-01,Standard
2344,Tim,Zimmermann,tim.zimmermann2344@example.com,Berlin,Germany,2024-08-18,Standard
2345,Tim,Richter,tim.richter2345@example.com,Dortmund,Germany,2025-09-22,Business
2346,Sarah,Braun,sarah.braun2346@example.com,Cologne,Germany,2025-09-26,Premium
2347,Nina,Schmidt,nina.schmidt2347@example.com,Berlin,Germany,2025-12-17,Premium
2348,Jonas,Zimmermann,jonas.zimmermann2348@example.com,Dortmund,Germany,2024-10-08,Standard
2349,Lena,Schulz,lena.schulz2349@example.com,Duisburg,Germany,2025-05-04,Standard
2350,Tim,Fischer,tim.fischer2350@example.com,Essen,Germany,2025-10-10,Standard
2351,Lea,Bauer,lea.bauer2351@example.com,Dresden,Germany,2025-07-07,Standard
2352,Jonas,Mueller,jonas.mueller2352@example.com,Frankfurt,Germany,2023-11-27,Business
2353,Tom,Wagner,tom.wagner2353@example.com,Stuttgart,Germany,2025-08-19,Standard
2354,Marie,Becker,marie.becker2354@example.com,Cologne,Germany,2025-11-05,Premium
2355,Sarah,Koch,sarah.koch2355@example.com,Munich,Germany,2025-08-17,Premium
2356,Lukas,Richter,lukas.richter2356@example.com,Nuremberg,Germany,2025-05-03,Standard
2357,David,Bauer,david.bauer2357@example.com,Hanover,Germany,2025-08-25,Business
2358,Ben,Braun,ben.braun2358@example.com,Frankfurt,Germany,2024-02-29,Standard
2359,Nina,Schneider,nina.schneider2359@example.com,Munich,Germany,2025-09-15,Standard
2360,Ben,Wagner,ben.wagner2360@example.com,Essen,Germany,2023-11-17,Standard
2361,Tim,Fischer,tim.fischer2361@example.com,Leipzig,Germany,2025-05-01,Standard
2362,Lukas,Becker,lukas.becker2362@example.com,Dortmund,Germany,2024-03-04,Standard
2363,Max,Mueller,max.mueller2363@example.com,Duisburg,Germany,2025-01-04,Standard
2364,Hannah,Bauer,hannah.bauer2364@example.com,Munich,Germany,2023-11-21,Standard
2365,Julia,Schmidt,julia.schmidt2365@example.com,Stuttgart,Germany,2023-05-11,Standard
2366,Jonas,Fischer,jonas.fischer2366@example.com,Hamburg,Germany,2024-04-09,Standard
2367,Finn,Becker,finn.becker2367@example.com,Frankfurt,Germany,2025-09-23,Standard
2368,Sophie,Bauer,sophie.bauer2368@example.com,Hanover,Germany,2023-04-06,Standard
2369,Finn,Schulz,finn.schulz2369@example.com,Nuremberg,Germany,2023-11-06,Standard
2370,Nina,Neumann,nina.neumann2370@example.com,Dresden,Germany,2023-08-02,Premium
2371,Max,Wolf,max.wolf2371@example.com,Nuremberg,Germany,2025-07-25,Premium
2372,Clara,Fischer,clara.fischer2372@example.com,Hanover,Germany,2023-08-05,Premium
2373,Niklas,Braun,niklas.braun2373@example.com,Nuremberg,Germany,2023-07-28,Premium
2374,Finn,Schmidt,finn.schmidt2374@example.com,Hamburg,Germany,2025-11-04,Standard
2375,Ben,Fischer,ben.fischer2375@example.com,Duisburg,Germany,2024-02-25,Premium
2376,Felix,Meyer,felix.meyer2376@example.com,Dresden,Germany,2024-08-21,Standard
2377,Marie,Neumann,marie.neumann2377@example.com,Dresden,Germany,2025-10-17,Standard
2378,Paul,Weber,paul.weber2378@example.com,Stuttgart,Germany,2025-01-14,Premium
2379,Mia,Fischer,mia.fischer2379@example.com,Leipzig,Germany,2024-02-18,Standard
2380,Jonas,Mueller,jonas.mueller2380@example.com,Nuremberg,Germany,2024-05-17,Premium
2381,Tim,Koch,tim.koch2381@example.com,Dortmund,Germany,2024-08-10,Premium
2382,Ben,Schneider,ben.schneider2382@example.com,Stuttgart,Germany,2024-06-28,Premium
2383,Nina,Klein,nina.klein2383@example.com,Bremen,Germany,2025-01-08,Business
2384,David,Becker,david.becker2384@example.com,Hanover,Germany,2023-11-07,Standard
2385,Clara,Neumann,clara.neumann2385@example.com,Hanover,Germany,2025-05-13,Standard
2386,Leon,Weber,leon.weber2386@example.com,Duesseldorf,Germany,2025-05-28,Standard
2387,Jonas,Wolf,jonas.wolf2387@example.com,Hanover,Germany,2025-11-23,Standard
2388,David,Bauer,david.bauer2388@example.com,Leipzig,Germany,2023-03-02,Standard
2389,Mia,Mueller,mia.mueller2389@example.com,Hamburg,Germany,2025-11-25,Premium
2390,Lena,Koch,lena.koch2390@example.com,Duesseldorf,Germany,2024-10-06,Premium
2391,Clara,Meyer,clara.meyer2391@example.com,Berlin,Germany,2025-06-07,Standard
2392,Laura,Schmidt,laura.schmidt2392@example.com,Duisburg,Germany,2023-11-06,Standard
2393,Sarah,Schmidt,sarah.schmidt2393@example.com,Frankfurt,Germany,2025-11-30,Standard
2394,Jonas,Richter,jonas.richter2394@example.com,Dresden,Germany,2024-09-15,Standard
2395,Tom,Koch,tom.koch2395@example.com,Berlin,Germany,2024-12-05,Premium
2396,Hannah,Neumann,hannah.neumann2396@example.com,Dresden,Germany,2023-10-28,Standard
2397,Laura,Wolf,laura.wolf2397@example.com,Duisburg,Germany,2024-02-25,Standard
2398,Finn,Braun,finn.braun2398@example.com,Dresden,Germany,2025-06-24,Standard
2399,Felix,Richter,felix.richter2399@example.com,Duisburg,Germany,2024-02-09,Standard
2400,Lukas,Schneider,lukas.schneider2400@example.com,Dortmund,Germany,2023-03-17,Standard
2401,Sophie,Richter,sophie.richter2401@example.com,Dortmund,Germany,2023-09-16,Standard
2402,Finn,Hoffmann,finn.hoffmann2402@example.com,Hamburg,Germany,2024-03-13,Standard
2403,Julia,Schwarz,julia.schwarz2403@example.com,Dortmund,Germany,2024-10-01,Standard
2404,Sophie,Meyer,sophie.meyer2404@example.com,Berlin,Germany,2023-02-17,Standard
2405,Finn,Zimmermann,finn.zimmermann2405@example.com,Cologne,Germany,2024-06-13,Premium
2406,Clara,Hoffmann,clara.hoffmann2406@example.com,Dortmund,Germany,2025-05-15,Standard
2407,Paul,Schmidt,paul.schmidt2407@example.com,Frankfurt,Germany,2025-02-02,Standard
2408,Lea,Neumann,lea.neumann2408@example.com,Hamburg,Germany,2024-12-26,Standard
2409,Max,Fischer,max.fischer2409@example.com,Frankfurt,Germany,2025-07-08,Business
2410,Sarah,Mueller,sarah.mueller2410@example.com,Stuttgart,Germany,2025-07-17,Standard
2411,Leon,Zimmermann,leon.zimmermann2411@example.com,Nuremberg,Germany,2025-12-28,Premium
2412,Niklas,Becker,niklas.becker2412@example.com,Frankfurt,Germany,2024-12-18,Standard
2413,Lukas,Zimmermann,lukas.zimmermann2413@example.com,Dresden,Germany,2023-10-14,Standard
2414,Laura,Neumann,laura.neumann2414@example.com,Hamburg,Germany,2024-05-22,Standard
2415,Sophie,Neumann,sophie.neumann2415@example.com,Nuremberg,Germany,2024-01-30,Standard
2416,Clara,Bauer,clara.bauer2416@example.com,Hamburg,Germany,2025-07-19,Business
2417,Mia,Klein,mia.klein2417@example.com,Hamburg,Germany,2025-04-23,Standard
2418,Lena,Schmidt,lena.schmidt2418@example.com,Duisburg,Germany,2025-05-20,Standard
2419,Mia,Schroeder,mia.schroeder2419@example.com,Leipzig,Germany,2024-03-15,Standard
2420,Lena,Bauer,lena.bauer2420@example.com,Duesseldorf,Germany,2025-12-13,Standard
2421,Sarah,Schwarz,sarah.schwarz2421@example.com,Hanover,Germany,2025-11-28,Standard
2422,Laura,Schulz,laura.schulz2422@example.com,Bremen,Germany,2025-10-18,Standard
2423,Jonas,Wolf,jonas.wolf2423@example.com,Dresden,Germany,2025-09-29,Premium
